UUID_FAMILY;ORIGGPCD;ORIGGPFR;UUID_INGREDIENT;ORIGFDCD;UUID_CONTENT;LANG;ORIGFDNM
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;6830415D-597A-42FF-A31B-BC5309771AE7;9530;61145B65-87CA-4943-9B70-35FF7A06F02E;fr_FR;Farine de seigle T170
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;E29C2A1D-58FA-41F3-9961-94BABDDA6872;9532;00A8D61A-FF36-494B-A057-B0087914FED4;fr_FR;Farine de seigle T85
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;D60B11DC-225F-4056-8F2E-6BBE011812E8;9533;C351F1AC-784D-44E5-95CD-C4E94467A1FA;fr_FR;Farine de seigle T130
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;70BE0D8C-204E-49FB-ADA5-4B4034D47055;9540;EDC24AF4-63C4-4555-ADB6-C3EF3A1C73EF;fr_FR;Farine de sarrasin
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;4EB7227F-BB63-4351-B47E-AF12A9B8FD3B;9545;3DD623FD-48CF-470A-BE15-7ED361DB0C8E;fr_FR;Farine de maïs
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;06FCF187-C651-44DD-926C-3D9D3F3D4470;9550;9D42E068-3C3C-4BB7-A243-2E34392E8C5F;fr_FR;Farine d'orge
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;7168B206-07FD-4000-AC65-DB17611BF2D3;9555;7983990F-E90F-47A2-89AF-2C9D3CE149D1;fr_FR;Farine de millet
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;F675C6B5-EEC2-465C-8ACA-195497819E04;9580;CF8CCCB9-578D-4408-ACC5-2DCDD32680AB;fr_FR;Farine de pois chiche
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;64C3FC39-0FA5-4658-9399-5537BE390D3D;9621;E66CB968-7610-40E1-9E96-D014E4E5AC2C;fr_FR;Son de blé
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;3F3EEF75-3B0F-4FDC-A2BB-E5CF06D3AFA6;9640;97DA3B49-F3EB-40F1-BA1E-045DE8774F5D;fr_FR;Son d'avoine
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;28C90F3E-32E6-4048-BA67-6E1A28E1649D;9641;214B0981-6A8A-448B-A2B3-D95568150E46;fr_FR;Son de maïs
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;76746112-6DA1-4E2C-B342-F6346D8C02AC;9643;632B9DFA-18B4-4FC0-9207-D62A5FB8FB4A;fr_FR;Son de riz
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;E19A317C-39F6-4EDD-B166-53A2EBAB259C;20900;66177DEE-0ABC-42C9-9D3D-B9137EE8D8FD;fr_FR;Farine de soja
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;CD25991F-A09A-4F51-800D-30966CCD132B;96781;917E951C-B5CD-4CED-A41A-C565140CDCB9;fr_FR;Amidon de riz
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;4FAC566F-ACAB-4E67-AA6B-1E8A9A0FE430;9001;BF1D45B6-6E7A-44D7-ADD6-984F2C36805D;fr_FR;Épeautre, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;7A796B79-FB68-480F-9A91-5FDC889BE970;9003;D24478AC-D6BC-4654-A65F-21C4D4DCD835;fr_FR;Blé de Khorasan, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;B52887B2-A43E-413D-A6AD-BB825BE06AC7;9010;EF3012B9-75C7-4F35-BB83-40F4C16A1F9C;fr_FR;Blé tendre entier ou froment, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;912189B7-0D2F-4E0F-8DDD-36AA32AE489E;9011;63D5A1A9-489D-42BC-AF2B-4DC6717935CD;fr_FR;Blé germé, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;E6058C75-E1B0-43EB-81E6-843B3BDC2FAE;9060;AFD14FC3-3EEC-49EC-A567-B693C049051B;fr_FR;Blé dur entier, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;A9BDC269-CD1C-409E-8C65-4BCA9C8D9337;9080;7F14871A-B80F-4B35-A13B-9DB7545402BA;fr_FR;Blé dur précuit, entier, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;00FA0A9C-6446-478C-A2DB-8A32D84C456F;9100;A394CE30-9FA5-4352-B3FC-270D68F236FD;fr_FR;Riz blanc, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;A577BBB2-3C85-4131-A2D2-60AB42B467DF;9101;40C5D7AC-CF87-4C12-9187-873851606398;fr_FR;Riz blanc étuvé, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;79A615E9-BE37-4B3F-B8DC-699085EFAD43;9102;F4865ECA-A955-4786-8BC5-59B7827EAC7D;fr_FR;Riz complet, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;B41DF61C-276D-49F9-8CC8-7890306135DD;9108;68BFFED4-480E-4BCD-AFE8-3DA51E0F6961;fr_FR;Riz sauvage, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;DA849DB8-156F-4366-BEB9-FCC83374B908;9109;8D347BB0-7AFD-4633-8873-1F67293D0875;fr_FR;Riz rouge, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;A5055CF3-410C-4F0D-B549-70D86E25F801;9119;EADFFB11-9EDE-4343-B2F4-D5C26AD11553;fr_FR;Riz thaï ou basmati, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;FE901EA8-7450-40A7-910A-D966455F5DB6;9121;4C19FD3C-C4C9-4336-B8F2-804089213814;fr_FR;Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;808217CE-4F0E-4C50-8CF0-06C6A44A88B2;9200;6BB4B0B1-0495-4600-A7F7-C90A3BA48869;fr_FR;Maïs entier, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;0124A3C4-DC5A-41D5-AB23-61551DD782CF;9310;8603E599-2D22-4ABC-B2AE-709FA021DAB5;fr_FR;Avoine, crue
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;0A09947D-2CEE-49C8-8414-B5162C64D9C7;9320;DDFC654E-307E-4146-A6BC-07BD6E01C414;fr_FR;Orge entière, crue
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;F2BDD411-8C0D-4E12-B853-4D44581AB1ED;9321;448542A9-EB53-4608-B104-BF015BDAC33F;fr_FR;Orge perlée, crue
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;526FFD3F-A7E1-4EA6-99F5-F8CE1A5C59F4;9330;91902515-EC49-442F-95A4-F631062F2E86;fr_FR;Mil entier, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;2255B210-CD91-4612-9FB2-30B113E9FEA4;9340;293D7EE3-5A03-4D81-8454-8414C5CD2191;fr_FR;Quinoa, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;62ADC01D-9A5B-42DF-87AE-FF0B9A7A706A;9345;0A775E45-CD8A-44EC-BF7D-43A3BD838EA0;fr_FR;Amarante, crue
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;AA71815F-2B34-4EA4-A003-557C59A6BE72;9360;AE50AFDE-7ECC-4E31-A3EC-609DCBF73A49;fr_FR;Sorgho entier, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;F86E191B-7CB7-463E-8519-2E172613EFD1;9380;D5C63C64-56E5-48C1-8A9F-8DFE016F26AB;fr_FR;Sarrasin entier, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;680461F7-50F2-4F19-91FE-A5E03C732E23;9390;B4EED757-A24E-4FE1-852E-C369B1FB09F2;fr_FR;Seigle entier, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;E3EA6AEF-32A1-4101-8677-A7B75535A23A;9690;E624A6A8-5D1D-4C0E-9CE4-4735BDE6E845;fr_FR;Boulgour de blé, cru
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;610EC6FB-0BD1-45CA-A666-9113371D089A;51510;7C6BF13B-6A99-4430-8276-18A6869605E1;fr_FR;Frik (blé dur immature concassé), cru
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;596CC29B-D38B-4102-B683-A515D14ACF05;9610;37068D64-DF66-434E-BE1A-5EE3CD783BD9;fr_FR;Semoule de blé dur, crue
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;CA66B26D-72A7-460F-8ED8-6E38919C918B;9612;8B6086AF-69B1-4EC0-BB7F-37071BAE9240;fr_FR;Mélange de céréales et légumineuses, cru
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;EEB59ADC-97C2-4892-8D20-BD203B3ACDD6;9614;0C4AD92E-A531-4059-968E-55B554217BA8;fr_FR;Polenta ou semoule de maïs, précuite, sèche
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;C006B047-2489-4ED4-BBF6-0E60C8EF45F7;9681;1A8C0B9B-AF56-41DB-9D0D-E284F530806D;fr_FR;Couscous (semoule de blé dur roulée précuite à la vapeur), crue
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;107CDA84-327D-4528-9131-635B75824D9B;9810;968AB27A-C605-44B8-B33F-40B773280BE6;fr_FR;Pâtes sèches standard, crues
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;84324145-78EB-49D1-B062-AA02C8F759FD;9815;6E75FFEC-0BE5-40B7-BDE6-268F0E593E56;fr_FR;Pâtes fraîches, aux ufs, crues
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;9119585C-A656-49D4-A33A-3E9818EBBE42;9821;73AE4B02-BD64-4DA8-A2F5-A04C260C2616;fr_FR;Pâtes sèches, aux ufs, crues
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;896E80E6-8594-4F9B-8F6F-A1453B5DA3E9;9863;3D78F46C-3DEC-4A8A-B1FC-AA435C1E4036;fr_FR;Nouilles asiatiques aromatisées, déshydratées
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;6FB3B463-2AB9-4CAE-A262-9290A15594B8;9870;DC1528D5-6A66-44AC-9965-6FEB171A33FB;fr_FR;Pâtes sèches, au blé complet, crues
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;C9CA0A80-AE35-46AC-B917-8CB95252009C;9874;C51CC9D6-B805-4EB4-A5F9-44ED73EC109C;fr_FR;Pâtes sèches, sans gluten, crues
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;6E044281-B06F-4D99-931F-D3334B94EA06;9900;E17BF414-8E63-4C7C-B454-29C441241E68;fr_FR;Vermicelle de riz, sèche
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;87EFE8A0-F1FE-485B-A0B4-B14F0DB3F3BC;9902;08FC251F-C834-4FA4-94FA-3EA69914AA03;fr_FR;Vermicelle de soja, sèche
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;E59D4CC0-7A41-4794-BABF-DE393E9FF38E;26264;7768C955-C274-44C9-92E3-1EACF6C42C89;fr_FR;Gnocchi à la pomme de terre, cru
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;7A393027-B281-4505-B198-BCA3AD17BDA5;26265;C71273D5-D5E9-4729-BF27-CA6E7968F6CD;fr_FR;Gnocchi à la semoule, cru
4A6944B0-26AF-4402-9B06-5B1E92A73FE8;01.4;Riz et graines cuits;40657031-03A0-4F81-87D2-14A73713E9E9;9081;7DAC3466-0C3E-4F02-8203-E364381989FA;fr_FR;Blé dur précuit, grains entiers, cuit, non salé
4A6944B0-26AF-4402-9B06-5B1E92A73FE8;01.4;Riz et graines cuits;AC3D3F98-6383-4FF3-B18E-498B536D58D8;9103;E3247255-A13B-498F-8482-48CFE0FD498B;fr_FR;Riz complet, cuit, non salé
4A6944B0-26AF-4402-9B06-5B1E92A73FE8;01.4;Riz et graines cuits;D167112C-C139-47B0-AFD4-77E521400031;9104;EE5CB35F-E588-444A-B7AB-68EB08200059;fr_FR;Riz blanc, cuit, non salé
4A6944B0-26AF-4402-9B06-5B1E92A73FE8;01.4;Riz et graines cuits;C26C22A0-41D9-4E1A-BD69-A206A9A0070F;9105;A15BA66A-BE1E-408C-A685-E3FCC0987B88;fr_FR;Riz blanc étuvé, cuit, non salé
4A6944B0-26AF-4402-9B06-5B1E92A73FE8;01.4;Riz et graines cuits;D5D57217-7F23-4880-B4EC-A7B6C3579068;9110;53D16891-BD71-4B02-A389-7E73C6326290;fr_FR;Riz rouge, cuit, non salé
4A6944B0-26AF-4402-9B06-5B1E92A73FE8;01.4;Riz et graines cuits;3C663C5A-C81C-4033-B013-CF236807A5B7;9111;4BF76C38-3A1D-449B-B4B6-078E00C1DCF1;fr_FR;Riz sauvage, cuit, non salé
4A6944B0-26AF-4402-9B06-5B1E92A73FE8;01.4;Riz et graines cuits;CA3BBD05-AA3E-419C-B47E-933BD92496FB;9322;3EB35690-D400-410B-BCF0-001A345310DB;fr_FR;Orge perlée, bouilli/cuite à l'eau, non salée
4A6944B0-26AF-4402-9B06-5B1E92A73FE8;01.4;Riz et graines cuits;199E83A3-686D-497F-8CAE-5A39C1251CA1;9331;DF3951AB-9B6D-4A34-A680-C1432C5BBFB0;fr_FR;Mil, cuit, non salé
4A6944B0-26AF-4402-9B06-5B1E92A73FE8;01.4;Riz et graines cuits;39F3C5C2-C262-4C61-AEA6-B394402A6D20;9341;576AF352-29B4-4C61-BB28-F58B2CDC7444;fr_FR;Quinoa, bouilli/cuit à l'eau, non salé
4A6944B0-26AF-4402-9B06-5B1E92A73FE8;01.4;Riz et graines cuits;8A221457-D0C8-4A68-BFD6-59C66D7C85AC;9691;30938471-3593-46CD-BA95-BEA92C53D9BE;fr_FR;Boulgour de blé, cuit, non salé
4A6944B0-26AF-4402-9B06-5B1E92A73FE8;01.4;Riz et graines cuits;88CAD0DA-D9E5-4D89-8228-AFB2E35B787A;51511;05BF05ED-7630-4B13-8621-480491F75130;fr_FR;Frik (blé dur immature concassé), cuit, non salé
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;87E7BCDC-0099-4879-AC23-48B64163D9AC;9085;8A0EE4D8-3863-49D4-911A-2200CC2CF7B9;fr_FR;Nouilles asiatiques cuites, aromatisées
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;B6FD2BD5-DE8E-4744-B59C-9FCBD76C63FC;9086;FADD521E-DC88-4184-8D56-ED527B92275B;fr_FR;Nouilles asiatiques cuites, nature, non salées
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;688FF1AC-30C0-423F-A376-625A6D9C519F;9615;BD379382-1559-4733-BCCB-9D55B2B54533;fr_FR;Polenta ou semoule de maïs, cuite, non salée
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;8D40321F-6F4A-4410-8B98-EBC3D5AFAF8C;9683;398C22E2-F56B-4265-8D92-11646686995C;fr_FR;Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;910D6F22-BF0E-4E55-B51D-09172191E452;9811;5CD25B0C-CB7B-41AD-804B-55C27AC0C125;fr_FR;Pâtes sèches standard, cuites, non salées
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;4D336300-0400-4BC6-8B4F-66902C2EFCC5;9816;FA046BCA-080B-4C7A-9BCF-59478E62DACD;fr_FR;Pâtes fraîches, aux ufs, cuites, non salées
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;DB7F6821-F1F4-4D1C-8899-31AC0CCFA04F;9822;35D530FD-3C85-46AF-BA7E-D54CA822153A;fr_FR;Pâtes sèches, aux ufs, cuites, non salées
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;964A5D56-5014-42F9-B764-7E0CB5B95691;9824;1AEAE414-E8FD-484C-A05B-D617D8687420;fr_FR;Pâtes sèches, sans gluten, cuites, non salées
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;E09179B9-BAED-4F95-8D8D-C0B27A2B87E8;9871;5E395C9C-F72D-4763-99DD-7B96319B5407;fr_FR;Pâtes sèches, au blé complet, cuites, non salées
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;6E3F444C-0542-4C66-A576-B0409AB95EB2;9901;DDA07E41-0940-43F9-BB27-B1F0B079F455;fr_FR;Vermicelle de riz, cuite, non salée
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;9E00ACF9-2E09-4129-9618-E7D44029B43E;9903;EC24C7BB-1ACB-40D2-B76D-B91B4002DF11;fr_FR;Vermicelle de soja, cuite, non salée
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;D293A9FA-26DB-4F03-A650-F0F2594D44D5;25479;C2CCE376-DB0C-47BC-8678-BD2F9AC0AB22;fr_FR;Gnocchi à la semoule, cuit
E611F1D1-5E8D-4A78-BEAC-5A1EF5BC02AD;01.5;Pâtes et semoules cuites;25F4CF06-0F74-4288-B1CB-1AEDB9704FFE;25510;55D9E681-77D6-4F4B-B406-126B74095000;fr_FR;Gnocchi à la pomme de terre, cuit
420C94A7-C284-4069-8272-54F0FDEB11EA;02.1;Pains;FF84E9F9-B01A-4BA8-8940-BA8BCD9E3C29;7001;DAFA6B3A-5506-4D4C-960B-C4D3023198E5;fr_FR;Pain, baguette, courante
420C94A7-C284-4069-8272-54F0FDEB11EA;02.1;Pains;AF6E6A2D-96DB-4537-8C74-E0DE2EBF253B;7002;70D0FAC2-33EB-4E36-BDF7-DF455B61ACA5;fr_FR;Pain, baguette ou boule, au levain
420C94A7-C284-4069-8272-54F0FDEB11EA;02.1;Pains;3CDF0621-C107-4297-861D-D8C3350A6A98;7007;F7BF81FB-3CF6-4372-9070-54BC0E8585EB;fr_FR;Pain, baguette, de tradition française
420C94A7-C284-4069-8272-54F0FDEB11EA;02.1;Pains;FC8199B1-0D96-459D-B58C-B16C617C337B;7010;5C097EF0-D12B-44B7-B201-6CB7FEBCFDC1;fr_FR;Pain, baguette ou boule, bis (à la farine T80 ou T110) 
420C94A7-C284-4069-8272-54F0FDEB11EA;02.1;Pains;E6E91A3B-B986-4932-BB46-EC5AE370B4A3;7012;9216D972-E082-4DF4-AD70-8A8A60F9E911;fr_FR;Pain courant français, 400g ou boule
420C94A7-C284-4069-8272-54F0FDEB11EA;02.1;Pains;F9830766-4D06-4147-BB34-A6F67DFA32AC;7025;77D7E447-7609-4F5A-899A-A7E4F9CCD6B6;fr_FR;Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)
420C94A7-C284-4069-8272-54F0FDEB11EA;02.1;Pains;C1FE14B9-F71C-4E3F-AD1D-B8FE5D8A4977;7100;0BC8CBCB-1E67-4317-AC2B-6256D324B567;fr_FR;Pain, baguette ou boule, de campagne
420C94A7-C284-4069-8272-54F0FDEB11EA;02.1;Pains;45A2ACE0-A842-49B7-A4B2-9C4E1D211713;7110;53E6DCDB-5EA5-4083-8479-6ED700B2E45B;fr_FR;Pain complet ou intégral (à la farine T150)
420C94A7-C284-4069-8272-54F0FDEB11EA;02.1;Pains;43F26D34-A716-4F29-A70F-5448ECD3901A;7130;B5EFBDEE-0AF1-426D-8296-A74119897913;fr_FR;Pain, sans gluten
420C94A7-C284-4069-8272-54F0FDEB11EA;02.1;Pains;CA2D7B5C-ACAB-465E-8952-F26335479FF4;7160;B3CB73A5-C964-44BE-A5BA-0945F0D40ABF;fr_FR;Pain, baguette, sans sel
420C94A7-C284-4069-8272-54F0FDEB11EA;02.1;Pains;895F7086-28AD-4015-89FC-67DC61C6F24C;7260;25381391-C524-4B22-BE85-C1A08CC3FB7C;fr_FR;Pain blanc maison (avec farine pour machine à pain)
420C94A7-C284-4069-8272-54F0FDEB11EA;02.1;Pains;92C7A54F-78D3-40BF-8F53-B85DFCB38B2B;7261;B7CE4A5A-6024-47DF-9B05-E8689AF659C9;fr_FR;Pain de campagne maison (avec farine pour machine à pain)
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;7A715ACC-361B-4DC9-8694-3B34BF14C1FE;7111;FE188A2F-56BE-48EF-9C62-2FE406B795B7;fr_FR;Pain de mie, complet
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;423F234D-B9CA-4CAA-9500-830165BACA1B;7112;567338C8-6ED6-4447-903D-86E5E307A0CC;fr_FR;Pain de mie, au son
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;1B577FA5-B522-4663-B1DF-7573D6D79A8A;7113;44360BF2-1A71-480E-AB70-3E5E29CFDB85;fr_FR;Pain de mie, multicéréale
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;AFABBD7B-117E-4157-9DAF-05375E04D5C1;7115;A9FBF756-68B4-40D4-86AA-06A0E02D56E0;fr_FR;Pain au son
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;64F3EC10-60C3-4933-A501-C143175C6462;7125;04639F40-6AC3-437B-BA3F-4FE6C4885CF0;fr_FR;Pain de seigle, et froment
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;79C0806B-FEDD-4C66-8670-58D1D6247216;7126;DDE63092-7E3A-466E-A918-85189DC36C63;fr_FR;Pain de seigle, aux raisins
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;A2AE381D-47C3-4E3F-9A54-DAF73E66C93C;7170;F5C8BB64-5F66-4B44-AE19-6ADDD87311A3;fr_FR;Pain panini
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;31504D1C-02FC-495E-B621-B982EF2B1940;7180;27A06F1B-57F5-4AF3-9FFE-2EB11A4C8DC1;fr_FR;Pain pita
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;4899C8C9-0C4E-4BBF-894B-2BFA07E5AF1B;7200;6788234D-3DE6-4D19-B210-E2BD08AA1A06;fr_FR;Pain de mie, courant
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;340D50EC-3308-48F9-98F1-8842BA4386E4;7201;2CE10A93-8B49-45AB-AE59-065C32B5B587;fr_FR;Pain de mie, sans croûte, préemballé
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;51A571EF-8951-4B1F-8D97-1BC5505177CF;7210;5D1EF629-FE5A-42AE-8AA1-337BC66274FA;fr_FR;Pain de mie brioché, préemballé
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;FEAEDEDD-2EFC-41F3-8A7E-206BE1DAC5B8;7255;6ECEAB83-FFD7-441C-ACB9-7FB2E3BD182D;fr_FR;Pain, baguette ou boule, aux céréales et graines, artisanal
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;7DB3816A-D285-4785-B3D4-7B9D8952859E;7256;3B9BDA93-57C8-4B42-A671-6E7852F2D138;fr_FR;Muffin anglais, complet, petit pain spécial, préemballé
EC72C41B-4A45-4F22-853C-86DEFAFBA4D6;02.2;Pains spéciaux;AB3E8850-8CCD-4ECC-85EE-F93DC4F8AB89;7257;D6A352D1-D662-4F56-B5FB-F53D300DE551;fr_FR;Muffin anglais, petit pain spécial, préemballé
